sex,birth,education,grade,income,pa_mar,edu_fa,edu_ma,have_c,conway,sleep,pa_use,trouble,self_diag,f1,f2,f3,f4,f5,f6,f7,scr,fac,lon,eff,d
2,1989,2,5,3,1,5,5,1,1,3,4,5,4,54.08,43.8,50.76,51.12,52.31,47.41,61.46,30,67,25,42,-10.28
1,1985,3,5,1,1,5,5,1,1,2,4,1,4,84.82,68.34,69.13,87.64,74.19,61.6,80.03,33,49,65,49,-16.48
1,1985,3,4,3,1,9,5,1,1,3,1,3,3,66.37,56.07,45.51,59.55,64.81,58.05,58.36,33,53,35,62,-10.3
2,1989,2,5,2,1,5,3,1,1,2,4,5,2,86.86,92.88,79.63,79.21,77.31,86.42,52.17,17,63,49,60,6.02
2,1984,3,2,1,4,5,3,1,3,2,4,1,4,56.13,49.94,37.64,51.12,49.19,47.41,55.26,33,40,31,80,-6.19
2,1986,3,4,2,1,5,5,1,1,2,4,4,3,60.23,43.8,53.39,56.74,52.31,50.96,64.55,27,58,37,55,-16.43
1,1985,3,2,1,4,5,5,1,1,3,4,3,2,37.68,43.8,50.76,53.93,49.19,40.32,36.69,31,41,30,78,6.12
1,1987,2,3,2,5,5,5,1,1,3,4,3,2,56.13,43.8,61.26,59.55,61.69,47.41,64.55,28,66,38,58,-12.33
1,1985,3,4,6,1,9,5,1,1,2,1,2,3,62.27,49.94,42.89,48.31,58.56,47.41,39.78,31,59,29,73,-12.33
2,1988,2,4,6,1,7,6,1,1,3,1,4,3,76.62,43.8,77.01,53.93,80.44,50.96,55.26,31,63,45,51,-32.82
2,1984,3,3,3,1,5,5,1,1,3,4,2,3,54.08,43.8,53.39,53.93,42.94,40.32,49.07,27,63,38,53,-10.28
1,1987,2,3,2,1,5,3,1,1,4,3,4,2,45.88,43.8,50.76,51.12,77.31,54.5,58.36,37,57,50,54,-2.08
2,1985,3,2,2,1,5,3,1,1,3,1,2,1,58.18,43.8,56.01,56.74,52.31,50.96,61.46,25,70,46,46,-14.38
1,1989,2,2,1,4,5,5,1,1,3,1,4,1,49.98,43.8,40.26,42.7,42.94,47.41,36.69,22,53,60,45,-6.18
1,1986,3,4,3,1,9,9,1,1,2,1,3,2,41.78,43.8,40.26,39.89,49.19,50.96,49.07,29,53,51,47,2.02
1,1986,3,3,1,1,5,5,1,1,2,4,3,3,58.18,43.8,53.39,45.51,58.56,47.41,52.17,31,57,52,64,-14.38
1,1987,2,3,4,1,9,5,1,1,3,2,3,3,45.88,43.8,50.76,51.12,52.31,47.41,52.17,29,47,55,68,-2.08
2,1989,2,1,2,1,9,9,1,2,3,3,1,3,84.82,43.8,45.51,73.6,49.19,72.23,80.03,11,70,73,50,-41.02
2,1987,2,3,1,3,1,1,1,1,2,4,1,4,62.27,43.8,45.51,65.17,58.56,43.87,70.74,33,48,29,60,-18.47
1,1987,3,2,2,1,1,3,1,1,2,4,4,2,64.32,43.8,77.01,67.98,61.69,61.6,73.84,23,55,53,68,-20.52
2,1987,2,3,2,1,2,5,1,2,2,3,4,3,54.08,49.94,53.39,48.31,80.44,43.87,67.65,31,53,50,54,-4.14
1,1987,3,1,3,1,5,5,1,1,2,4,4,2,35.64,43.8,40.26,39.89,36.69,40.32,45.98,26,53,50,51,8.16
1,1987,2,2,2,1,5,5,1,2,3,2,3,2,56.13,49.94,42.89,48.31,39.81,54.5,61.46,28,53,42,48,-6.19
1,1987,2,4,6,1,5,3,1,1,3,2,3,1,58.18,43.8,69.13,59.55,61.69,61.6,39.78,38,48,31,50,-14.38
1,1988,2,3,2,1,3,5,1,1,4,2,3,2,45.88,49.94,37.64,48.31,36.69,58.05,39.78,30,51,22,79,4.06
2,1987,2,3,3,1,3,5,1,1,2,1,3,2,64.32,43.8,56.01,39.89,61.69,47.41,45.98,32,48,43,66,-20.52
1,1989,2,1,3,1,9,5,1,6,3,2,4,2,54.08,49.94,69.13,59.55,64.81,54.5,58.36,28,53,33,70,-4.14
2,1988,2,3,5,1,5,5,1,1,3,1,2,2,52.03,49.94,42.89,51.12,39.81,50.96,58.36,32,59,42,60,-2.09
1,1988,2,3,2,5,1,1,1,1,4,2,2,2,37.68,43.8,56.01,39.89,52.31,47.41,39.78,29,44,38,70,6.12
1,1987,2,3,1,1,5,3,1,3,4,2,3,2,45.88,49.94,56.01,48.31,67.94,50.96,49.07,30,43,36,68,4.06
1,1991,2,1,4,1,1,1,1,1,1,1,1,1,35.64,43.8,37.64,37.08,36.69,40.32,33.59,26,53,50,49,8.16
2,1984,3,3,2,1,5,3,1,1,2,4,3,3,49.98,43.8,69.13,62.36,67.94,65.14,61.46,27,54,62,42,-6.18
2,1990,2,3,3,1,9,5,1,1,3,1,3,3,56.13,43.8,50.76,56.74,49.19,43.87,64.55,32,52,30,64,-12.33
1,1985,3,1,5,1,9,5,1,1,3,2,4,2,37.68,43.8,42.89,37.08,39.81,40.32,39.78,38,44,41,80,6.12
1,1987,2,4,2,1,5,5,1,1,3,2,3,2,43.83,43.8,48.14,37.08,52.31,40.32,42.88,32,42,37,70,-0.03
1,1986,3,2,2,1,3,3,1,1,2,1,4,2,56.13,56.07,71.76,65.17,71.06,58.05,58.36,25,63,54,62,-0.06
2,1989,2,3,4,1,5,5,1,1,4,3,3,2,64.32,68.34,61.26,59.55,55.44,65.14,55.26,29,52,52,62,4.02
2,1985,3,1,2,1,4,3,1,1,2,4,3,3,41.78,49.94,45.51,53.93,39.81,47.41,61.46,24,58,65,43,8.16
2,1989,2,2,3,1,1,3,1,1,3,3,3,3,60.23,74.48,82.26,87.64,58.56,65.14,64.55,29,54,47,58,14.25
1,1986,3,3,3,3,3,3,1,1,2,1,2,3,70.47,68.34,53.39,65.17,71.06,65.14,70.74,27,62,39,66,-2.13
1,1984,3,3,2,1,9,9,1,3,2,2,3,2,45.88,49.94,42.89,42.7,42.94,47.41,42.88,28,51,52,57,4.06
1,1987,2,4,3,1,3,5,1,1,2,2,3,2,43.83,43.8,42.89,48.31,49.19,47.41,45.98,28,53,38,61,-0.03
1,1985,3,3,1,1,5,5,1,1,3,4,3,3,39.73,43.8,45.51,42.7,49.19,47.41,45.98,27,51,50,51,4.07
2,1985,3,4,3,1,5,5,1,1,2,2,5,2,45.88,56.07,48.14,48.31,49.19,47.41,45.98,27,55,49,55,10.19
1,1987,2,2,3,1,5,5,1,1,3,4,3,2,60.23,43.8,66.51,53.93,67.94,50.96,52.17,35,57,26,52,-16.43
2,1989,2,3,4,1,3,5,1,1,3,1,5,2,41.78,43.8,37.64,48.31,77.31,50.96,42.88,32,44,40,52,2.02
1,1989,2,2,3,1,5,3,1,1,2,3,4,2,45.88,43.8,40.26,45.51,42.94,40.32,45.98,28,57,52,56,-2.08
2,1987,2,4,4,5,5,5,2,0,4,2,4,1,35.64,43.8,56.01,51.12,46.06,50.96,42.88,26,53,50,69,8.16
2,1989,2,4,2,1,5,5,1,2,3,2,3,3,54.08,56.07,53.39,51.12,52.31,47.41,49.07,29,56,50,57,1.99
1,1989,2,3,3,1,9,9,1,1,3,1,3,2,35.64,43.8,40.26,37.08,36.69,40.32,39.78,28,53,32,83,8.16
1,1987,2,3,4,1,5,5,1,2,2,4,2,2,68.42,56.07,56.01,56.74,64.81,61.6,42.88,23,60,52,63,-12.35
1,1984,3,4,3,1,5,5,1,1,2,4,3,2,58.18,80.61,56.01,59.55,61.69,61.6,58.36,27,59,54,64,22.43
2,1987,2,1,5,1,10,10,1,1,1,1,5,1,64.32,49.94,58.64,65.17,71.06,50.96,70.74,35,51,35,72,-14.38
1,1984,3,1,2,1,8,5,1,1,3,4,4,3,47.93,43.8,53.39,56.74,52.31,43.87,45.98,36,41,34,66,-4.13
2,1988,2,2,5,1,7,5,1,1,1,4,3,2,41.78,43.8,40.26,37.08,58.56,43.87,49.07,31,47,22,60,2.02
1,1989,2,3,2,1,5,5,1,1,4,4,3,3,52.03,49.94,53.39,56.74,61.69,43.87,61.46,22,68,54,64,-2.09
1,1984,3,2,2,1,1,1,1,1,2,2,4,2,45.88,43.8,50.76,45.51,49.19,43.87,49.07,37,51,42,60,-2.08
1,1989,2,1,6,1,5,7,1,1,4,1,3,2,43.83,43.8,42.89,51.12,36.69,47.41,45.98,26,58,42,53,-0.03
2,1986,3,2,4,1,7,5,1,2,3,4,5,4,37.68,49.94,37.64,48.31,49.19,43.87,49.07,34,52,27,79,12.26
1,1987,2,4,3,1,5,5,1,1,2,1,3,2,49.98,49.94,42.89,39.89,52.31,40.32,45.98,36,33,38,57,-0.04
2,1987,3,4,2,1,1,1,1,4,2,4,2,3,60.23,49.94,48.14,53.93,52.31,54.5,49.07,29,58,35,61,-10.29
1,1989,2,3,1,1,5,5,1,1,2,4,3,3,43.83,43.8,48.14,53.93,46.06,47.41,52.17,28,52,26,67,-0.03
1,1988,2,4,2,1,9,9,1,1,4,1,4,3,45.88,43.8,56.01,51.12,74.19,47.41,45.98,43,53,20,72,-2.08
1,1989,2,3,2,1,7,5,1,1,3,4,4,3,52.03,74.48,84.88,76.4,71.06,47.41,49.07,30,48,59,63,22.45
2,1987,2,3,2,1,2,4,1,6,4,4,4,1,37.68,43.8,37.64,39.89,46.06,43.87,39.78,28,54,43,54,6.12
1,1988,2,3,2,1,5,5,1,1,3,1,5,3,58.18,43.8,53.39,48.31,64.81,43.87,49.07,26,54,58,55,-14.38
1,1987,3,3,2,2,9,9,1,1,2,1,3,4,58.18,43.8,48.14,67.98,42.94,61.6,67.65,25,50,34,75,-14.38
1,1989,2,2,3,1,5,5,1,1,3,1,5,2,35.64,43.8,37.64,42.7,36.69,40.32,39.78,26,53,50,51,8.16
1,1988,2,4,2,1,7,7,1,1,4,1,4,2,49.98,49.94,40.26,45.51,49.19,50.96,49.07,34,53,35,52,-0.04
1,1986,3,4,2,5,9,5,1,1,3,4,4,3,43.83,43.8,40.26,37.08,42.94,43.87,58.36,30,60,36,54,-0.03
1,1984,3,3,1,1,5,3,1,1,4,3,5,2,41.78,43.8,37.64,39.89,49.19,43.87,39.78,30,60,42,61,2.02
2,1987,2,2,2,5,2,4,1,1,4,1,4,2,37.68,43.8,40.26,42.7,49.19,40.32,39.78,34,62,69,50,6.12
1,1984,3,3,4,1,7,5,2,0,2,1,5,2,45.88,43.8,40.26,37.08,52.31,47.41,42.88,32,47,42,63,-2.08
1,1988,2,4,3,1,5,5,1,1,3,1,2,3,54.08,43.8,40.26,42.7,55.44,47.41,58.36,27,48,46,59,-10.28
1,1988,2,3,2,1,9,9,1,2,3,1,4,2,43.83,43.8,45.51,39.89,42.94,43.87,45.98,27,59,31,60,-0.03
1,1985,3,2,3,1,5,3,1,1,2,4,5,1,41.78,43.8,69.13,39.89,61.69,40.32,33.59,42,27,26,96,2.02
1,1989,2,2,3,1,2,5,1,1,2,4,3,4,80.72,86.75,69.13,65.17,67.94,86.42,70.74,30,56,51,61,6.03
2,1989,2,3,2,1,5,3,1,4,3,2,5,1,41.78,49.94,69.13,39.89,83.56,40.32,45.98,26,65,40,57,8.16
1,1987,2,1,3,1,5,5,1,1,3,4,3,4,54.08,62.21,58.64,65.17,71.06,40.32,52.17,29,38,55,66,8.13
2,1989,2,4,4,1,11,9,1,1,3,1,3,2,35.64,43.8,48.14,37.08,36.69,47.41,42.88,28,41,45,64,8.16
1,1986,3,2,2,1,5,3,1,1,2,3,4,2,45.88,49.94,53.39,51.12,64.81,47.41,42.88,27,42,50,73,4.06
1,1988,2,2,2,1,9,9,1,1,3,1,3,1,39.73,43.8,48.14,39.89,46.06,43.87,42.88,33,38,26,79,4.07
1,1983,3,5,3,1,5,5,1,1,3,1,4,3,39.73,43.8,45.51,37.08,46.06,47.41,39.78,35,31,35,84,4.07
2,1986,3,3,3,1,5,5,1,1,3,3,3,2,62.27,56.07,48.14,56.74,67.94,61.6,55.26,23,56,50,72,-6.2
2,1989,2,3,3,1,5,3,1,1,3,1,3,1,37.68,43.8,45.51,39.89,36.69,40.32,45.98,32,54,26,56,6.12
2,1987,2,4,1,3,5,5,1,6,4,1,3,2,54.08,43.8,53.39,48.31,39.81,43.87,45.98,27,54,35,56,-10.28
1,1989,2,1,3,1,9,7,1,1,3,1,2,3,66.37,43.8,42.89,59.55,49.19,72.23,67.65,32,47,32,60,-22.57
1,1986,3,5,5,1,5,5,1,1,3,2,3,2,54.08,56.07,45.51,51.12,49.19,54.5,52.17,29,57,40,62,1.99
2,1987,2,1,2,1,9,9,1,5,4,1,3,4,54.08,49.94,56.01,70.79,46.06,43.87,64.55,30,61,44,44,-4.14
1,1985,3,3,2,1,9,5,1,3,2,4,2,3,76.62,49.94,50.76,70.79,64.81,58.05,76.93,24,58,58,40,-26.68
1,1988,2,5,1,1,5,5,1,1,4,4,3,2,74.57,49.94,53.39,51.12,74.19,75.78,58.36,32,67,51,58,-24.63
1,1987,2,4,2,1,1,4,1,1,2,4,4,2,41.78,43.8,37.64,39.89,39.81,43.87,33.59,25,47,59,43,2.02
1,1984,3,2,3,1,5,3,1,1,3,4,3,3,64.32,68.34,66.51,62.36,61.69,68.69,61.46,28,54,52,63,4.02
1,1986,3,4,2,1,9,5,1,2,3,2,3,3,64.32,56.07,56.01,59.55,61.69,58.05,64.55,29,60,44,54,-8.25
1,1984,3,5,1,1,5,5,1,1,3,4,4,3,49.98,43.8,56.01,37.08,42.94,40.32,45.98,32,44,32,68,-6.18
1,1987,2,2,1,1,1,1,1,1,3,3,3,3,56.13,68.34,74.38,76.4,64.81,50.96,61.46,28,63,61,56,12.21
1,1986,3,4,2,2,5,5,1,3,3,2,4,2,47.93,43.8,63.88,73.6,64.81,47.41,45.98,29,64,47,49,-4.13
1,1986,3,2,3,1,9,9,1,1,3,2,3,2,52.03,49.94,48.14,48.31,58.56,61.6,52.17,28,70,40,33,-2.09
2,1989,2,2,2,1,5,2,1,4,2,4,4,2,43.83,49.94,63.88,45.51,83.56,47.41,39.78,29,49,40,67,6.11
1,1989,2,4,1,1,5,5,1,4,2,1,4,1,47.93,43.8,63.88,56.74,77.31,40.32,49.07,32,52,34,60,-4.13
1,1986,3,3,3,1,2,2,1,1,3,4,2,2,56.13,62.21,45.51,48.31,52.31,47.41,52.17,36,51,39,56,6.08
1,1987,3,4,1,1,5,5,1,1,2,4,1,3,56.13,43.8,56.01,45.51,39.81,58.05,67.65,29,51,40,64,-12.33
1,1987,2,4,4,1,5,5,1,6,3,4,3,3,49.98,43.8,48.14,45.51,39.81,58.05,49.07,34,52,39,71,-6.18
1,1986,3,3,3,1,5,3,1,1,2,2,2,2,58.18,49.94,63.88,62.36,55.44,47.41,64.55,30,56,30,61,-8.24
2,1988,2,1,1,1,5,9,1,1,2,1,3,2,58.18,49.94,37.64,53.93,49.19,58.05,55.26,33,55,37,60,-8.24
1,1987,3,4,3,1,5,5,1,1,2,3,3,2,49.98,43.8,42.89,53.93,39.81,47.41,55.26,35,45,23,68,-6.18
1,1985,3,5,3,1,5,2,1,3,2,1,3,3,47.93,49.94,42.89,62.36,49.19,43.87,58.36,29,49,43,72,2.01
2,1985,3,2,3,2,1,5,1,1,2,4,3,2,58.18,43.8,48.14,48.31,52.31,43.87,45.98,21,55,56,53,-14.38
1,1990,2,2,4,1,11,9,1,1,4,1,3,1,35.64,43.8,40.26,37.08,36.69,40.32,39.78,26,53,50,51,8.16
1,1987,2,4,3,1,3,3,1,1,3,1,4,1,41.78,43.8,42.89,37.08,39.81,43.87,39.78,24,41,35,77,2.02
1,1986,3,2,6,3,7,5,1,2,2,4,3,3,76.62,86.75,84.88,76.4,74.19,61.6,70.74,25,61,50,56,10.13
2,1987,2,2,1,5,5,6,1,2,2,3,4,1,41.78,43.8,53.39,45.51,55.44,47.41,36.69,35,42,30,70,2.02
1,1986,3,3,1,2,3,5,1,1,3,4,2,3,70.47,74.48,56.01,39.89,61.69,72.23,39.78,28,59,42,67,4.01
1,1989,2,3,3,1,5,5,1,1,3,4,3,2,45.88,43.8,37.64,51.12,42.94,43.87,39.78,28,60,41,46,-2.08
1,1988,2,3,1,1,5,5,1,2,3,3,3,3,60.23,49.94,71.76,73.6,71.06,68.69,58.36,30,49,34,58,-10.29
1,1984,3,4,2,1,1,1,1,1,3,4,3,2,60.23,49.94,53.39,39.89,52.31,54.5,42.88,29,56,50,54,-10.29
1,1986,3,3,2,1,1,1,1,1,4,4,4,2,45.88,49.94,56.01,42.7,49.19,47.41,55.26,26,58,44,51,4.06
2,1987,2,3,3,1,9,9,1,1,3,3,4,2,39.73,43.8,42.89,42.7,49.19,54.5,45.98,24,51,40,58,4.07
1,1988,2,3,2,2,5,5,1,1,3,1,2,3,60.23,80.61,56.01,56.74,58.56,65.14,70.74,28,56,51,55,20.38
2,1989,2,3,3,1,3,5,1,1,2,4,3,2,43.83,43.8,58.64,51.12,71.06,47.41,42.88,44,30,26,69,-0.03
1,1987,2,1,1,2,9,5,1,1,2,4,5,2,64.32,62.21,79.63,79.21,71.06,79.33,64.55,28,65,51,57,-2.11
1,1988,2,5,1,1,5,5,1,4,4,4,1,4,60.23,49.94,61.26,65.17,61.69,61.6,55.26,28,71,46,46,-10.29
1,1985,3,4,2,2,2,1,2,0,3,4,4,2,37.68,43.8,45.51,45.51,58.56,47.41,42.88,28,42,25,62,6.12
1,1986,3,1,1,1,5,5,1,2,3,4,5,2,62.27,62.21,66.51,59.55,67.94,50.96,45.98,22,66,37,47,-0.06
1,1989,2,3,6,1,5,5,1,1,2,1,5,1,56.13,74.48,79.63,65.17,71.06,54.5,64.55,34,57,50,59,18.35
1,1984,3,3,3,1,5,5,1,1,2,3,2,1,49.98,49.94,63.88,51.12,52.31,43.87,52.17,36,49,31,61,-0.04
1,1989,2,3,1,1,3,5,1,1,3,4,3,3,66.37,68.34,58.64,45.51,55.44,72.23,49.07,30,52,48,61,1.97
1,1989,2,2,5,1,5,5,1,3,3,3,4,2,64.32,62.21,69.13,65.17,67.94,43.87,64.55,25,51,36,64,-2.11
1,1988,2,1,2,1,5,5,1,2,3,2,2,2,49.98,43.8,48.14,39.89,52.31,50.96,55.26,43,37,26,75,-6.18
1,1987,2,3,2,1,5,5,1,1,3,1,3,3,60.23,43.8,45.51,53.93,74.19,47.41,64.55,29,56,54,58,-16.43
1,1986,3,2,3,1,1,3,1,1,3,4,2,3,68.42,62.21,56.01,59.55,52.31,50.96,52.17,27,56,50,57,-6.21
2,1984,3,4,2,1,1,1,1,6,2,4,4,1,43.83,49.94,48.14,56.74,49.19,47.41,58.36,31,60,40,55,6.11
2,1985,3,2,1,3,5,5,1,1,3,4,4,3,56.13,68.34,69.13,53.93,46.06,40.32,55.26,29,53,48,57,12.21
2,1987,2,3,3,1,5,5,1,1,3,4,4,1,41.78,43.8,40.26,39.89,39.81,43.87,36.69,36,41,29,70,2.02
2,1987,2,2,5,1,9,5,1,1,3,2,3,3,52.03,62.21,45.51,42.7,52.31,54.5,52.17,25,58,49,72,10.18
1,1987,2,4,2,1,5,5,1,3,3,2,2,3,60.23,56.07,66.51,56.74,74.19,58.05,61.46,28,53,40,62,-4.16
2,1987,2,3,1,1,5,3,1,1,4,2,3,4,80.72,49.94,50.76,79.21,55.44,72.23,80.03,25,77,41,44,-30.78
1,1987,2,3,3,1,5,5,1,5,3,2,3,3,58.18,49.94,58.64,62.36,49.19,61.6,58.36,33,55,47,52,-8.24
1,1988,2,3,1,1,5,5,1,2,3,1,3,3,54.08,43.8,42.89,53.93,52.31,58.05,52.17,24,61,50,63,-10.28
1,1987,2,5,6,1,9,5,1,1,3,4,2,2,49.98,43.8,40.26,45.51,52.31,50.96,55.26,36,38,25,58,-6.18
2,1986,3,4,5,1,1,1,1,2,3,2,3,3,49.98,49.94,53.39,70.79,55.44,50.96,70.74,26,57,41,57,-0.04
2,1990,2,1,2,1,5,5,1,3,3,2,1,2,66.37,49.94,53.39,67.98,64.81,43.87,73.84,34,47,56,51,-16.43
2,1988,2,4,2,4,7,5,1,1,3,3,4,2,64.32,43.8,48.14,48.31,46.06,43.87,45.98,27,55,31,62,-20.52
2,1985,3,1,2,1,5,5,1,1,2,4,3,3,43.83,43.8,58.64,51.12,67.94,43.87,49.07,35,59,32,51,-0.03
2,1988,2,3,3,1,5,5,1,1,3,2,3,2,37.68,43.8,48.14,39.89,58.56,50.96,45.98,33,57,33,58,6.12
1,1988,2,3,3,1,5,5,1,1,4,3,3,3,58.18,43.8,58.64,56.74,67.94,58.05,64.55,29,61,41,55,-14.38
1,1987,2,4,2,2,4,2,1,1,3,3,3,3,49.98,43.8,42.89,48.31,64.81,50.96,42.88,30,51,32,55,-6.18
2,1990,2,1,1,1,9,5,1,1,4,2,4,2,37.68,43.8,42.89,42.7,39.81,47.41,45.98,26,51,50,51,6.12
1,1989,2,4,2,4,2,5,1,1,4,3,2,4,78.67,80.61,66.51,51.12,67.94,72.23,61.46,21,46,37,67,1.94
1,1984,3,4,2,1,5,5,1,3,2,1,3,2,70.47,80.61,61.26,65.17,61.69,72.23,55.26,27,59,54,60,10.14
1,1984,3,2,4,1,10,9,1,1,3,4,3,3,49.98,56.07,66.51,56.74,46.06,50.96,45.98,18,51,67,58,6.09
2,1987,2,2,3,1,9,5,1,1,2,1,4,2,35.64,43.8,37.64,37.08,42.94,40.32,36.69,28,43,31,66,8.16
2,1987,2,4,3,1,5,1,1,3,3,2,3,3,49.98,43.8,50.76,59.55,46.06,54.5,55.26,25,64,45,43,-6.18
1,1986,3,2,4,1,7,5,1,1,3,2,4,2,43.83,43.8,40.26,39.89,42.94,40.32,42.88,34,46,29,71,-0.03
1,1988,2,1,1,1,5,3,1,1,4,1,3,2,47.93,49.94,58.64,48.31,58.56,50.96,49.07,24,59,67,49,2.01
1,1988,2,1,4,1,9,5,1,1,3,1,4,1,54.08,62.21,53.39,53.93,52.31,61.6,49.07,27,56,50,57,8.13
1,1987,2,4,2,1,1,3,1,6,3,3,2,2,62.27,49.94,63.88,65.17,61.69,54.5,64.55,21,56,61,53,-12.33
1,1988,2,4,2,1,7,5,1,1,3,3,3,2,58.18,43.8,40.26,51.12,83.56,47.41,55.26,33,56,31,65,-14.38
2,1986,3,3,2,1,5,3,1,1,3,1,2,4,60.23,49.94,42.89,67.98,49.19,54.5,64.55,36,53,30,65,-10.29
1,1987,3,2,3,1,2,5,1,3,4,4,5,1,37.68,43.8,42.89,48.31,42.94,47.41,36.69,35,53,20,78,6.12
1,1984,3,4,1,2,5,5,1,1,2,4,2,3,82.77,68.34,48.14,62.36,61.69,79.33,73.84,22,71,50,39,-14.43
1,1987,2,3,2,2,5,5,1,1,3,2,4,2,35.64,43.8,37.64,37.08,36.69,40.32,33.59,26,53,50,51,8.16
1,1989,2,2,3,1,9,9,1,2,4,2,4,3,37.68,43.8,40.26,45.51,39.81,47.41,42.88,29,38,30,69,6.12
1,1987,3,3,4,1,5,5,1,1,3,4,3,3,49.98,62.21,56.01,51.12,55.44,61.6,55.26,28,58,51,63,12.23
1,1988,2,1,3,1,10,9,1,1,3,2,3,2,43.83,49.94,42.89,48.31,55.44,47.41,49.07,27,57,52,63,6.11
1,1985,3,4,2,2,2,2,1,1,2,4,1,4,82.77,62.21,84.88,82.02,83.56,82.87,76.93,17,84,57,30,-20.56
