sex,birth,education,grade,income,pa_mar,edu_fa,edu_ma,have_c,conway,sleep,pa_use,trouble,self_diag,f1,f2,f3,f4,f5,f6,f7,scr,fac,lon,eff,d
1,1988,2,3,4,1,5,5,1,1,3,2,4,3,58.18,49.94,63.88,65.17,39.81,58.05,58.36,34,49,30,62,-8.24
1,1986,3,3,4,1,5,5,1,1,2,4,2,3,68.42,74.48,58.64,51.12,61.69,72.23,58.36,23,62,49,63,6.06
1,1989,2,2,2,1,5,5,1,1,3,3,4,3,56.13,68.34,69.13,59.55,67.94,61.6,67.65,30,42,44,61,12.21
1,1988,2,1,3,1,3,5,1,1,3,4,4,3,60.23,62.21,50.76,73.6,71.06,65.14,55.26,34,44,29,80,1.98
1,1989,2,3,3,1,5,5,1,1,4,2,5,3,52.03,56.07,69.13,67.98,64.81,54.5,49.07,34,45,43,63,4.04
1,1989,2,2,2,1,5,5,1,1,3,4,4,1,47.93,49.94,50.76,48.31,58.56,50.96,42.88,32,53,36,61,2.01
1,1985,3,2,2,1,9,5,1,2,3,4,4,2,37.68,49.94,53.39,48.31,52.31,58.05,49.07,25,54,46,68,12.26
1,1985,3,3,2,1,5,5,1,2,2,2,5,1,35.64,43.8,42.89,37.08,36.69,40.32,33.59,30,42,34,81,8.16
1,1987,2,3,5,1,9,9,1,3,3,1,3,3,56.13,43.8,58.64,53.93,55.44,58.05,61.46,35,47,27,76,-12.33
1,1985,3,4,2,1,5,4,1,3,2,4,3,2,66.37,49.94,63.88,48.31,64.81,47.41,58.36,38,55,25,71,-16.43
1,1988,2,3,3,4,5,5,1,1,3,2,3,3,52.03,43.8,40.26,45.51,42.94,50.96,45.98,25,44,25,69,-8.23
1,1985,3,3,2,1,9,5,1,1,1,4,4,2,64.32,43.8,66.51,62.36,58.56,54.5,67.65,36,51,50,53,-20.52
1,1985,3,2,2,1,3,5,1,1,3,4,4,2,35.64,43.8,37.64,51.12,39.81,43.87,49.07,32,54,40,49,8.16
1,1986,3,3,2,1,7,5,1,1,2,2,4,2,35.64,43.8,48.14,42.7,61.69,40.32,42.88,30,46,42,61,8.16
1,1988,2,1,2,3,3,5,1,2,2,4,3,3,49.98,43.8,69.13,65.17,67.94,50.96,58.36,32,65,31,45,-6.18
1,1988,2,5,3,5,5,5,1,1,2,1,3,2,60.23,68.34,58.64,65.17,52.31,65.14,55.26,27,57,47,61,8.11
1,1988,2,3,2,1,5,5,1,1,4,4,3,2,66.37,43.8,53.39,62.36,71.06,43.87,49.07,23,47,46,57,-22.57
1,1987,2,3,3,1,2,1,1,1,3,4,3,3,54.08,49.94,53.39,48.31,49.19,54.5,61.46,35,47,33,60,-4.14
1,1985,3,5,3,5,5,5,1,3,2,2,1,4,76.62,62.21,63.88,76.4,64.81,68.69,58.36,32,71,56,35,-14.41
2,1988,2,4,4,1,1,5,1,1,4,4,5,2,43.83,43.8,40.26,45.51,39.81,40.32,36.69,28,47,46,81,-0.03
1,1987,2,2,3,1,3,1,1,1,3,2,2,3,78.67,68.34,77.01,70.79,83.56,65.14,67.65,30,52,53,59,-10.33
1,1984,3,3,3,1,4,3,1,1,4,4,2,3,64.32,74.48,53.39,65.17,55.44,54.5,49.07,29,61,54,59,10.16
2,1989,2,3,2,1,5,5,1,1,3,2,3,2,41.78,43.8,37.64,56.74,42.94,54.5,42.88,22,63,37,50,2.02
1,1987,3,4,3,1,5,5,1,2,2,1,2,3,66.37,80.61,79.63,67.98,80.44,68.69,55.26,31,55,54,60,14.24
1,1987,2,1,4,1,5,5,1,1,3,1,5,1,41.78,62.21,71.76,51.12,64.81,43.87,39.78,36,40,35,64,20.43
2,1985,3,4,3,1,5,3,1,1,2,4,3,2,64.32,43.8,63.88,67.98,71.06,47.41,49.07,29,61,48,61,-20.52
1,1987,3,2,6,1,10,5,1,3,2,3,3,2,60.23,49.94,53.39,51.12,55.44,65.14,55.26,23,54,37,57,-10.29
2,1986,3,4,3,2,9,5,1,1,3,1,5,1,35.64,43.8,37.64,37.08,46.06,40.32,36.69,36,31,24,87,8.16
2,1987,2,2,2,5,3,5,1,1,2,4,3,4,60.23,62.21,61.26,70.79,55.44,58.05,70.74,24,65,48,62,1.98
2,1988,2,1,2,1,5,5,1,1,2,3,3,3,47.93,43.8,42.89,39.89,49.19,43.87,39.78,35,49,49,64,-4.13
1,1984,3,3,2,1,5,5,1,1,3,4,3,2,62.27,43.8,48.14,45.51,39.81,50.96,49.07,34,46,33,74,-18.47
1,1984,3,5,2,1,3,5,1,1,3,4,3,2,41.78,43.8,42.89,59.55,64.81,54.5,39.78,29,63,34,39,2.02
1,1985,3,1,2,1,3,1,1,1,4,4,3,3,47.93,62.21,48.14,48.31,49.19,40.32,49.07,33,46,35,63,14.28
1,1985,3,3,2,1,9,5,1,1,3,1,2,3,56.13,62.21,63.88,56.74,55.44,58.05,49.07,26,50,50,63,6.08
1,1989,2,1,4,1,5,7,1,1,2,3,3,2,39.73,49.94,37.64,45.51,39.81,43.87,49.07,41,44,32,69,10.21
1,1989,2,1,3,1,10,9,1,1,2,2,1,2,58.18,68.34,50.76,48.31,49.19,58.05,42.88,27,56,50,48,10.16
1,1989,2,2,2,4,5,1,1,1,3,4,3,3,62.27,68.34,50.76,65.17,74.19,79.33,67.65,28,57,43,60,6.07
2,1986,3,5,3,1,3,1,1,1,3,4,4,2,66.37,49.94,58.64,59.55,64.81,40.32,45.98,29,61,47,48,-16.43
2,1989,2,3,5,1,9,9,1,1,4,1,3,3,43.83,49.94,53.39,59.55,64.81,43.87,52.17,31,49,35,64,6.11
2,1987,3,2,3,1,5,5,1,1,2,2,4,1,35.64,43.8,37.64,37.08,39.81,40.32,39.78,31,42,24,61,8.16
1,1985,3,3,4,1,5,5,1,3,2,3,3,2,47.93,49.94,40.26,53.93,42.94,47.41,49.07,33,44,36,76,2.01
1,1986,3,3,3,1,7,5,1,1,2,1,1,2,37.68,43.8,37.64,39.89,58.56,47.41,42.88,30,48,26,67,6.12
1,1986,3,3,2,1,3,3,1,1,2,4,4,3,49.98,49.94,53.39,45.51,55.44,47.41,42.88,31,52,48,51,-0.04
1,1987,2,2,3,1,5,5,1,1,3,1,3,2,43.83,49.94,40.26,45.51,42.94,61.6,45.98,35,48,29,72,6.11
1,1984,3,1,2,1,1,1,1,1,4,4,4,2,62.27,49.94,42.89,48.31,49.19,54.5,45.98,30,43,29,59,-12.33
1,1987,2,2,5,1,10,7,1,3,3,1,3,2,56.13,56.07,63.88,53.93,58.56,54.5,58.36,25,52,37,68,-0.06
2,1988,2,5,1,2,2,3,1,6,4,4,4,1,47.93,62.21,56.01,56.74,58.56,58.05,39.78,30,56,47,62,14.28
1,1989,2,4,5,1,9,5,1,3,2,4,1,3,54.08,49.94,58.64,62.36,74.19,50.96,67.65,32,53,33,62,-4.14
1,1988,2,3,2,1,10,9,1,1,1,2,3,2,37.68,43.8,42.89,37.08,36.69,47.41,36.69,33,54,53,51,6.12
1,1987,2,1,3,1,5,5,1,1,2,3,3,3,60.23,68.34,61.26,59.55,58.56,58.05,64.55,27,61,50,61,8.11
1,1986,3,2,4,1,5,5,1,1,2,4,3,2,35.64,43.8,42.89,37.08,36.69,40.32,39.78,26,53,50,51,8.16
1,1989,2,4,1,2,9,9,1,1,3,1,2,4,64.32,74.48,69.13,76.4,61.69,79.33,67.65,26,55,55,50,10.16
1,1986,3,1,2,1,5,5,1,3,4,1,4,2,37.68,43.8,40.26,39.89,39.81,47.41,36.69,30,50,29,69,6.12
1,1986,3,1,2,3,1,2,1,1,2,4,4,2,64.32,43.8,45.51,51.12,49.19,58.05,45.98,37,41,52,55,-20.52
1,1988,2,2,2,1,3,3,1,1,3,4,3,3,52.03,43.8,50.76,39.89,64.81,40.32,55.26,32,53,37,56,-8.23
1,1985,3,1,2,1,5,5,1,2,2,4,5,2,47.93,43.8,50.76,48.31,58.56,43.87,36.69,31,50,26,64,-4.13
1,1986,3,3,3,1,9,9,1,1,4,1,2,3,82.77,86.75,84.88,79.21,71.06,93.51,80.03,39,52,33,52,3.98
1,1985,3,2,1,1,5,5,1,3,2,1,4,2,35.64,43.8,45.51,42.7,64.81,58.05,42.88,30,48,66,45,8.16
1,1985,3,4,3,1,5,4,1,3,3,4,4,2,47.93,49.94,77.01,51.12,74.19,43.87,45.98,26,43,35,61,2.01
1,1988,2,1,3,1,11,9,1,1,3,1,5,2,47.93,43.8,40.26,45.51,67.94,43.87,49.07,33,49,26,70,-4.13
2,1984,3,4,2,1,5,1,1,1,3,4,5,2,37.68,49.94,45.51,39.89,52.31,40.32,39.78,28,55,36,50,12.26
1,1987,2,3,6,1,5,5,1,1,4,2,3,3,64.32,56.07,61.26,59.55,55.44,75.78,58.36,28,64,42,59,-8.25
1,1986,3,3,2,1,5,5,1,1,2,4,4,2,39.73,43.8,42.89,42.7,52.31,43.87,55.26,28,49,31,62,4.07
1,1987,2,2,2,1,5,5,1,1,4,4,4,2,37.68,43.8,50.76,42.7,71.06,43.87,55.26,28,57,30,69,6.12
1,1987,2,3,3,3,5,5,1,3,2,1,5,2,39.73,62.21,45.51,51.12,55.44,61.6,39.78,27,59,42,57,22.48
2,1988,2,4,1,1,9,5,1,1,4,2,1,2,60.23,43.8,37.64,53.93,52.31,40.32,67.65,25,57,44,43,-16.43
1,1988,2,1,3,1,9,9,1,2,4,1,4,2,41.78,43.8,37.64,42.7,39.81,54.5,49.07,37,43,24,70,2.02
1,1988,2,2,4,1,9,9,1,1,4,3,5,2,45.88,49.94,50.76,59.55,36.69,50.96,45.98,39,66,27,71,4.06
1,1987,2,2,1,2,5,3,1,2,3,4,3,3,66.37,68.34,66.51,59.55,55.44,68.69,49.07,24,59,47,60,1.97
1,1985,3,4,2,1,7,7,1,1,4,2,3,2,76.62,68.34,40.26,56.74,49.19,68.69,61.46,26,53,48,62,-8.28
2,1988,2,5,1,1,5,3,1,1,2,4,5,2,47.93,43.8,48.14,42.7,39.81,47.41,52.17,34,40,63,71,-4.13
1,1985,3,3,2,1,1,1,1,1,3,4,3,3,66.37,62.21,48.14,51.12,58.56,58.05,52.17,22,53,59,58,-4.16
2,1984,3,5,6,1,4,5,1,1,1,4,4,2,60.23,62.21,53.39,45.51,61.69,72.23,49.07,29,54,46,56,1.98
1,1984,3,3,1,1,2,1,1,2,4,4,5,1,49.98,49.94,42.89,51.12,42.94,50.96,52.17,30,59,42,52,-0.04
1,1985,3,3,2,1,3,3,1,3,3,1,1,1,43.83,43.8,48.14,48.31,55.44,47.41,36.69,27,56,51,59,-0.03
1,1987,2,5,2,1,5,5,1,3,4,2,4,2,39.73,43.8,37.64,37.08,36.69,40.32,33.59,27,54,49,57,4.07
1,1987,2,4,6,1,9,9,1,1,4,2,5,2,41.78,43.8,42.89,39.89,36.69,43.87,36.69,26,53,50,51,2.02
2,1990,2,2,4,5,5,5,1,3,2,1,4,2,41.78,43.8,53.39,56.74,52.31,50.96,42.88,32,48,47,62,2.02
1,1989,2,4,3,1,9,5,1,1,1,2,2,3,64.32,43.8,58.64,45.51,42.94,50.96,58.36,32,56,31,57,-20.52
1,1989,2,2,4,1,11,9,1,1,3,2,5,3,39.73,43.8,50.76,39.89,36.69,40.32,42.88,26,53,50,51,4.07
1,1986,3,3,3,1,5,5,1,1,1,1,2,3,68.42,68.34,56.01,62.36,58.56,72.23,64.55,27,58,46,57,-0.08
2,1987,2,4,2,1,3,5,1,1,4,4,3,3,56.13,49.94,50.76,45.51,61.69,54.5,52.17,26,50,51,59,-6.19
1,1988,2,1,3,1,10,5,1,1,2,1,4,2,45.88,43.8,50.76,45.51,46.06,47.41,39.78,33,43,29,81,-2.08
1,1989,2,4,4,1,9,5,1,2,4,2,3,3,74.57,62.21,63.88,56.74,55.44,61.6,64.55,28,55,53,46,-12.36
2,1988,2,3,3,4,9,5,1,1,3,4,3,2,41.78,43.8,42.89,45.51,55.44,61.6,42.88,29,49,35,50,2.02
2,1987,2,1,2,1,5,3,1,3,2,4,2,3,52.03,43.8,56.01,56.74,55.44,43.87,61.46,37,52,27,67,-8.23
1,1984,3,4,1,3,5,5,1,1,2,4,2,2,45.88,43.8,45.51,56.74,52.31,65.14,55.26,29,58,61,48,-2.08
1,1989,2,2,4,1,7,7,1,1,4,1,3,3,58.18,43.8,56.01,59.55,64.81,50.96,67.65,34,47,37,70,-14.38
1,1986,3,2,2,3,5,5,1,1,3,2,3,3,76.62,49.94,53.39,70.79,67.94,68.69,70.74,21,49,75,69,-26.68
1,1986,3,2,3,1,5,5,1,2,2,3,4,2,60.23,49.94,58.64,70.79,52.31,61.6,58.36,31,53,30,66,-10.29
1,1985,3,4,2,5,5,5,1,1,2,4,1,4,68.42,62.21,69.13,73.6,77.31,61.6,70.74,27,62,50,65,-6.21
1,1986,3,4,3,1,9,9,1,2,2,1,4,2,37.68,43.8,45.51,48.31,46.06,47.41,42.88,33,54,35,72,6.12
1,1985,3,1,5,1,7,5,1,1,4,1,4,3,35.64,43.8,37.64,42.7,42.94,40.32,39.78,35,35,40,71,8.16
1,1989,2,4,2,3,5,5,1,1,3,1,2,2,76.62,49.94,50.76,56.74,67.94,47.41,58.36,27,64,37,55,-26.68
2,1990,2,4,1,2,5,5,1,4,4,4,3,2,49.98,49.94,50.76,56.74,52.31,54.5,55.26,22,68,52,40,-0.04
1,1988,2,3,2,1,9,9,1,2,3,1,4,1,35.64,43.8,37.64,37.08,36.69,43.87,39.78,26,53,50,51,8.16
2,1987,2,1,2,1,5,5,1,1,3,1,5,1,35.64,43.8,40.26,39.89,36.69,40.32,33.59,30,58,40,52,8.16
1,1988,2,2,5,1,11,9,1,1,3,1,3,3,84.82,74.48,58.64,53.93,58.56,93.51,67.65,37,53,48,57,-10.34
1,1989,2,2,5,1,9,9,1,2,4,1,5,1,43.83,43.8,48.14,39.89,42.94,47.41,45.98,32,50,48,71,-0.03
2,1988,2,2,3,1,9,9,1,1,3,1,4,1,41.78,49.94,50.76,37.08,39.81,43.87,39.78,29,50,24,78,8.16
1,1988,2,2,4,1,5,5,1,2,3,4,3,1,43.83,43.8,37.64,39.89,49.19,43.87,55.26,23,65,48,49,-0.03
1,1988,2,1,3,1,9,5,1,1,4,2,3,2,47.93,49.94,56.01,45.51,46.06,50.96,36.69,28,55,46,52,2.01
1,1985,3,2,4,1,9,5,1,1,3,2,3,2,52.03,43.8,53.39,45.51,49.19,61.6,58.36,32,56,36,56,-8.23
1,1984,3,3,4,1,3,3,1,1,2,4,4,2,47.93,56.07,84.88,70.79,71.06,47.41,36.69,37,50,55,58,8.14
1,1988,2,4,1,1,5,5,1,1,3,2,1,3,62.27,49.94,61.26,62.36,55.44,50.96,52.17,39,55,25,74,-12.33
1,1986,3,2,3,1,7,7,1,1,3,2,3,2,39.73,56.07,53.39,42.7,49.19,43.87,42.88,34,51,49,57,16.34
1,1986,3,2,6,1,11,10,1,1,2,1,5,1,35.64,43.8,42.89,42.7,46.06,54.5,36.69,38,46,24,79,8.16
1,1987,2,4,3,3,5,3,1,2,3,4,4,1,52.03,49.94,58.64,48.31,77.31,72.23,42.88,24,75,50,38,-2.09
1,1985,3,4,3,1,3,3,1,2,2,4,5,3,49.98,49.94,63.88,59.55,64.81,50.96,55.26,31,54,44,60,-0.04
2,1986,3,2,2,1,5,3,1,4,4,1,4,2,52.03,62.21,53.39,53.93,52.31,65.14,49.07,26,56,50,57,10.18
2,1988,2,1,3,1,5,5,1,1,3,1,3,2,39.73,43.8,37.64,42.7,39.81,47.41,39.78,25,54,45,46,4.07
1,1988,2,1,4,1,10,9,1,3,3,2,1,3,80.72,43.8,69.13,70.79,52.31,65.14,70.74,30,55,45,60,-36.92
2,1987,2,3,1,1,9,9,1,1,3,1,3,1,39.73,43.8,42.89,37.08,42.94,43.87,42.88,28,53,33,60,4.07
1,1987,2,4,3,1,1,1,1,3,3,4,4,3,49.98,43.8,45.51,48.31,64.81,50.96,45.98,31,51,31,72,-6.18
1,1988,2,2,3,1,5,5,1,1,3,2,3,3,43.83,49.94,48.14,51.12,46.06,58.05,52.17,34,52,51,59,6.11
2,1988,2,5,2,2,5,5,1,1,3,4,3,3,54.08,56.07,53.39,53.93,58.56,58.05,55.26,27,55,51,57,1.99
2,1988,2,2,5,1,5,5,1,1,2,1,3,2,43.83,43.8,40.26,56.74,46.06,47.41,45.98,29,48,34,57,-0.03
1,1987,2,4,3,1,7,9,1,1,3,4,3,3,43.83,43.8,42.89,39.89,42.94,54.5,45.98,27,60,42,54,-0.03
2,1988,2,4,3,1,9,5,1,1,2,1,3,3,45.88,43.8,53.39,56.74,61.69,40.32,61.46,32,57,37,55,-2.08
2,1987,2,4,3,1,5,5,1,3,4,3,3,2,43.83,43.8,40.26,39.89,46.06,40.32,42.88,26,54,62,59,-0.03
2,1989,2,3,2,1,5,5,1,1,3,4,4,1,45.88,49.94,42.89,51.12,55.44,40.32,42.88,26,49,41,54,4.06
1,1988,2,3,2,1,5,5,1,1,3,4,3,2,45.88,43.8,40.26,39.89,42.94,40.32,49.07,34,44,27,67,-2.08
1,1987,2,1,4,1,9,5,1,1,3,3,3,2,47.93,49.94,50.76,56.74,49.19,47.41,52.17,30,47,33,52,2.01
1,1987,3,3,3,1,5,5,1,1,3,4,4,1,47.93,49.94,48.14,42.7,49.19,68.69,55.26,32,45,48,60,2.01
2,1988,2,2,4,1,5,5,1,1,2,4,3,3,45.88,56.07,66.51,51.12,67.94,47.41,67.65,26,51,47,57,10.19
1,1984,3,3,4,1,9,9,1,1,3,2,3,3,56.13,43.8,50.76,65.17,42.94,43.87,52.17,27,50,40,57,-12.33
1,1989,2,2,6,1,7,5,1,2,3,4,4,2,35.64,43.8,37.64,45.51,36.69,40.32,49.07,26,53,50,51,8.16
1,1989,2,2,2,1,5,5,1,1,2,4,3,3,74.57,56.07,71.76,73.6,77.31,68.69,70.74,23,50,47,67,-18.5
2,1990,2,3,3,1,9,9,1,1,3,1,3,4,52.03,43.8,84.88,87.64,83.56,54.5,67.65,23,63,59,44,-8.23
1,1987,2,5,2,1,9,9,1,2,3,1,3,2,52.03,56.07,50.76,53.93,52.31,47.41,55.26,30,52,50,50,4.04
2,1989,2,3,2,1,5,5,1,1,3,4,5,2,54.08,62.21,53.39,53.93,52.31,61.6,49.07,27,56,50,57,8.13
1,1990,2,2,5,1,9,9,1,1,4,1,4,2,35.64,43.8,40.26,45.51,39.81,43.87,49.07,26,53,50,51,8.16
1,1987,2,3,6,1,10,5,1,1,3,2,3,3,72.52,74.48,61.26,65.17,58.56,68.69,55.26,30,58,48,65,1.96
1,1987,2,3,2,1,2,3,1,1,3,4,2,2,54.08,43.8,53.39,56.74,55.44,58.05,55.26,28,59,50,67,-10.28
2,1988,2,3,3,1,5,5,1,1,2,4,3,3,49.98,43.8,42.89,45.51,49.19,54.5,58.36,31,50,37,59,-6.18
1,1986,3,4,4,1,10,7,1,1,2,1,3,2,58.18,56.07,50.76,56.74,61.69,54.5,61.46,28,59,50,62,-2.11
2,1990,2,3,2,1,4,3,1,5,2,4,3,2,45.88,49.94,61.26,56.74,52.31,58.05,61.46,28,53,45,60,4.06
1,1987,3,1,2,1,5,5,1,1,2,4,4,2,39.73,49.94,48.14,45.51,42.94,43.87,52.17,26,47,50,63,10.21
2,1989,2,2,3,1,5,9,1,1,3,3,4,2,62.27,49.94,42.89,51.12,39.81,40.32,39.78,30,57,55,58,-12.33
2,1988,2,3,6,1,5,5,1,1,3,2,3,3,54.08,43.8,56.01,39.89,49.19,50.96,52.17,38,42,33,64,-10.28
2,1987,2,5,4,1,7,5,1,1,4,4,5,2,62.27,56.07,69.13,67.98,52.31,79.33,73.84,26,52,51,58,-6.2
1,1989,2,3,1,1,5,5,1,3,4,3,1,3,54.08,43.8,58.64,70.79,77.31,58.05,52.17,42,43,32,69,-10.28
2,1987,3,1,6,1,7,5,1,3,3,2,4,2,47.93,49.94,45.51,42.7,49.19,47.41,42.88,11,61,57,40,2.01
2,1988,2,4,1,2,3,5,1,6,2,1,5,2,37.68,43.8,58.64,53.93,77.31,40.32,36.69,37,41,26,75,6.12
1,1987,2,4,3,1,7,5,1,4,3,2,3,2,56.13,43.8,56.01,56.74,58.56,50.96,42.88,34,50,31,75,-12.33
1,1987,3,4,3,1,5,5,1,1,2,4,2,2,43.83,49.94,42.89,51.12,42.94,47.41,61.46,27,63,44,42,6.11
1,1984,3,3,4,1,1,1,1,1,2,4,1,3,68.42,49.94,61.26,59.55,77.31,75.78,73.84,36,54,25,59,-18.48
1,1985,3,3,4,1,5,5,1,3,2,4,3,2,43.83,43.8,42.89,48.31,42.94,58.05,55.26,30,66,31,58,-0.03
1,1986,3,2,3,1,5,5,1,2,2,1,1,2,54.08,56.07,45.51,45.51,55.44,61.6,49.07,28,63,44,60,1.99
2,1987,2,4,2,1,5,5,1,1,1,4,4,3,49.98,43.8,66.51,59.55,52.31,50.96,49.07,35,46,23,59,-6.18
2,1989,2,2,3,1,5,5,1,1,4,2,4,2,35.64,56.07,56.01,62.36,46.06,47.41,39.78,31,50,33,66,20.43
1,1986,3,4,3,1,5,5,1,1,4,4,3,2,47.93,49.94,53.39,53.93,52.31,50.96,45.98,27,54,50,57,2.01
1,1989,2,4,2,1,5,5,1,6,4,3,1,2,56.13,43.8,45.51,62.36,42.94,40.32,45.98,26,53,50,54,-12.33
1,1987,2,3,2,1,7,5,1,1,4,4,1,2,49.98,43.8,50.76,59.55,61.69,58.05,64.55,34,57,34,52,-6.18
2,1988,2,2,4,1,9,5,1,2,4,3,4,2,39.73,43.8,50.76,48.31,71.06,47.41,52.17,36,29,39,87,4.07
2,1985,3,1,3,1,5,5,1,1,3,4,3,2,39.73,49.94,45.51,42.7,39.81,47.41,42.88,27,56,35,67,10.21
1,1988,2,2,2,1,5,5,1,1,3,2,1,2,58.18,49.94,40.26,51.12,36.69,47.41,58.36,29,58,32,67,-8.24
1,1984,3,4,2,1,5,5,1,3,4,4,3,2,45.88,43.8,40.26,37.08,49.19,40.32,42.88,28,53,53,62,-2.08
1,1985,3,1,3,1,5,5,1,1,3,1,3,1,43.83,43.8,40.26,45.51,42.94,43.87,42.88,27,56,45,73,-0.03
1,1989,2,2,2,1,5,5,1,1,3,4,3,2,58.18,62.21,77.01,51.12,77.31,47.41,61.46,33,58,35,63,4.03
1,1987,2,2,3,1,3,3,1,2,4,4,3,2,64.32,68.34,63.88,59.55,58.56,68.69,55.26,30,57,54,51,4.02
2,1988,2,5,2,1,5,1,1,1,2,2,3,2,49.98,43.8,40.26,45.51,46.06,50.96,49.07,30,59,49,61,-6.18
2,1987,2,1,3,1,5,4,1,1,4,4,3,3,49.98,49.94,61.26,59.55,55.44,47.41,58.36,40,47,27,83,-0.04
1,1989,2,2,6,1,7,5,1,1,4,1,3,2,35.64,43.8,37.64,39.89,42.94,40.32,52.17,44,29,24,88,8.16
1,1987,3,4,2,1,3,3,1,2,3,2,5,1,47.93,43.8,45.51,42.7,46.06,43.87,49.07,26,53,50,51,-4.13
1,1987,2,3,4,1,5,5,1,1,4,3,3,2,66.37,68.34,66.51,62.36,64.81,58.05,55.26,34,58,51,63,1.97
1,1984,3,5,2,1,1,1,1,1,3,3,2,2,54.08,43.8,53.39,56.74,55.44,54.5,42.88,33,60,25,61,-10.28
